date,sector,rsi_grps,r_1,ema_26_dist_lag1,volume_lag1,volume_sma_20_lag1,volume_ratio_lag1,bb_width_lag1,volatility_20_lag1,macd_histogram_lag1,month_sin,month_cos,bull_bear_lag1,macd_buy_sell
2021-01-07,4,1,-0.0035787043808904,0.0086787982539258,1449177.0,1241502.0,1.16727721743501,4.672700860672876,0.0124628610506278,0.188720286361322,0.4999999999999999,0.8660254037844387,0.0,1.0
2021-01-08,4,1,0.0321754986798803,0.0384566095844693,1534833.0,1314834.75,1.1673200757737807,11.933013031083078,0.0181379112108743,0.5439522468078776,0.4999999999999999,0.8660254037844387,1.0,1.0
2021-01-11,4,0,-0.0083546691823581,0.027547296359899,848261.0,1221520.0,0.694430709280241,11.523436987288108,0.0186625853193953,0.6473861503279873,0.4999999999999999,0.8660254037844387,0.0,1.0
2021-01-12,4,1,-0.0081816158941301,0.0177290750454553,1132210.0,1206635.0,0.9383202045357544,10.418161066138282,0.0178351281834585,0.5886529163300663,0.4999999999999999,0.8660254037844387,0.0,1.0
2021-01-13,4,0,0.005945897871722,0.0219967917038341,926947.0,1166679.5714285714,0.7945172116667608,9.873624316473467,0.0159542404977538,0.5787088530401694,0.4999999999999999,0.8660254037844387,1.0,1.0
2021-01-14,4,0,-0.0339620459136236,-0.0112411465599249,1244361.0,1176389.75,1.057779532676139,10.761666095120065,0.0206783641111159,0.1837323716245581,0.4999999999999999,0.8660254037844387,0.0,1.0
2021-01-15,4,0,-0.0193996795150118,-0.0280608985891459,1292705.0,1189313.6666666667,1.0869336124111917,13.356493219071808,0.0203017274301191,-0.2759351372181752,0.4999999999999999,0.8660254037844387,0.0,0.0
2021-01-18,4,0,-0.0171835485936083,-0.041451434341945,1264503.0,1196832.6,1.0565412406045758,16.57647060679011,0.0195996984361441,-0.7258972208798966,0.4999999999999999,0.8660254037844387,1.0,0.0
2021-01-19,4,0,0.0299904186200524,-0.0113702854726647,1191032.0,1196305.2727272727,0.9955920342010606,16.131285920674316,0.0214674049254356,-0.6748359038126035,0.4999999999999999,0.8660254037844387,1.0,0.0
2021-01-20,4,0,0.0024538345593629,-0.0082845359876575,918159.0,1173126.4166666667,0.7826598966280772,15.61195307409929,0.0203873309200005,-0.5852974111060094,0.4999999999999999,0.8660254037844387,1.0,0.0
